9.431544200004776940e+06,6.353352223069204018e+06,9.363737822668215260e+06,1.067253553019710921e+00
9.418620401307521388e+06,6.712831356319725513e+06,9.350906937278950587e+06,1.008716895067287789e+00
1.027266482097715512e+07,6.703632938828593120e+06,1.019881135940901935e+07,1.101693100473360998e+00
9.590623076372442767e+06,7.311492695245284587e+06,9.521673030291026458e+06,9.430365173756707353e-01
1.052809809608503617e+07,6.826054562060354277e+06,1.045240824328880757e+07,1.108837500610063254e+00
1.083601238664177805e+07,7.493295426826694980e+06,1.075810883987030387e+07,1.039643338931661498e+00
1.192356906173364632e+07,7.712451130375981331e+06,1.183784672339184396e+07,1.111479825190463844e+00
1.268884541692265868e+07,8.486511495838487521e+06,1.259762126294957660e+07,1.074931130627896358e+00
1.389568729577491246e+07,9.031191243335224688e+06,1.379578677088231966e+07,1.106172178186569655e+00
1.195106905936053768e+07,9.890151964367004111e+06,1.186514901477081887e+07,8.687434217318290575e-01
1.160835007837390713e+07,8.506084414382245392e+06,1.152489394977210835e+07,9.811344978035811959e-01
1.102588897818392515e+07,8.262156731577994302e+06,1.094662034807716124e+07,9.594181359910609608e-01
1.083286196217405796e+07,7.847594380569793284e+06,1.075498106480820477e+07,9.924174669205790833e-01
1.207973255563328415e+07,7.710208839219391346e+06,1.199288750816039741e+07,1.126364399251188919e+00
1.263172160153367743e+07,8.597659699815668166e+06,1.254090812887629867e+07,1.056258049610023564e+00
1.201259491846160591e+07,8.990533793080620468e+06,1.192623254486089014e+07,9.605922805961057964e-01
1.220885534363994934e+07,8.549874986470952630e+06,1.212108199128923565e+07,1.026603926836413105e+00
1.525028173818298802e+07,8.689561882720788941e+06,1.514064260209882446e+07,1.261733762460238939e+00
1.471566191623893753e+07,1.085427447233221307e+07,1.460986633245221525e+07,9.746905153025023916e-01
1.342830691876499727e+07,1.047376279488555714e+07,1.333176654036922008e+07,9.217353904837203293e-01
1.348767324779560789e+07,9.557497461181923747e+06,1.339070606593880989e+07,1.014566650429502337e+00
